"","zip","type","primary_city","acceptable_cities","unacceptable_cities","state","county","timezone","area_codes","latitude","longitude","world_region","country","decommissioned","estimated_population","notes","STATEFIPS","STATE","AGI_STUB","N1","MARS1","MARS2","MARS4","PREP","N2","NUMDEP","A00100","N00200","A00200","N00300","A00300","N00600","A00600","N00650","A00650","N00900","A00900","SCHF","N01000","A01000","N01400","A01400","N01700","A01700","N02300","A02300","N02500","A02500","N03300","A03300","N00101","A00101","N04470","A04470","N18425","A18425","N18450","A18450","N18500","A18500","N18300","A18300","N19300","A19300","N19700","A19700","N04800","A04800","N07100","A07100","N07220","A07220","N07180","A07180","N07260","A07260","N59660","A59660","N59720","A59720","N11070","A11070","N09600","A09600","N06500","A06500","N10300","A10300","N11901","A11901","N11902","A11902"
"530",94530,"STANDARD","El Cerrito","","","CA","Contra Costa County","America/Los_Angeles","510",37.91,-122.3,NA,"US",0,21140,"",6,"CA",6,900,100,790,0,580,2420,730,302184,760,177949,770,2788,620,10879,580,8617,280,18620,0,570,29539,180,10525,230,15043,60,410,200,4455,110,3693,890,296515,890,48415,870,21393,0,0,820,5725,890,27456,670,12180,800,5611,900,244213,480,716,0,0,140,75,40,54,0,0,0,0,0,0,680,5042,900,60733,900,62936,430,7320,350,2715
"531",94530,"STANDARD","El Cerrito","","","CA","Contra Costa County","America/Los_Angeles","510",37.91,-122.3,NA,"US",0,21140,"",6,"CA",3,2130,1170,670,230,1080,3700,900,131542,1650,91587,1120,1222,710,3153,640,2112,390,7549,0,580,1162,320,4669,500,14621,150,1007,470,6435,40,447,870,54944,870,18158,680,2190,170,246,710,3154,870,5783,580,6151,700,1502,2110,89290,720,804,370,524,100,48,30,25,0,0,0,0,40,44,0,0,2060,12443,2080,13594,630,1491,1380,3395
"532",94530,"STANDARD","El Cerrito","","","CA","Contra Costa County","America/Los_Angeles","510",37.91,-122.3,NA,"US",0,21140,"",6,"CA",5,2450,590,1720,140,1340,5800,1630,339816,2040,240370,1830,2509,1320,8905,1230,6605,630,18062,0,1100,6009,480,11590,640,32741,190,1310,540,10478,120,1689,2030,287343,2030,59514,1940,16442,70,151,1730,9592,2030,26786,1520,21779,1730,5207,2450,253356,1110,1339,360,405,320,174,90,62,0,0,0,0,0,0,120,256,2440,44832,2450,47348,900,3822,1370,5832
"533",94530,"STANDARD","El Cerrito","","","CA","Contra Costa County","America/Los_Angeles","510",37.91,-122.3,NA,"US",0,21140,"",6,"CA",2,2560,1650,560,280,1270,4180,1070,94494,1930,66911,960,948,580,2101,520,1323,460,7336,0,450,482,300,2736,480,9955,220,1606,470,3205,50,386,590,22685,590,10851,290,630,280,271,440,1777,590,2811,330,3199,420,907,2450,53417,750,639,330,332,80,39,0,0,240,390,170,271,240,301,0,0,2180,6036,2280,7156,630,1134,1790,3477
"534",94530,"STANDARD","El Cerrito","","","CA","Contra Costa County","America/Los_Angeles","510",37.91,-122.3,NA,"US",0,21140,"",6,"CA",4,1360,590,640,120,730,2640,640,118398,1070,79851,900,1130,580,3367,520,2211,290,6142,0,470,1002,230,3820,410,15405,110,777,350,5917,40,436,850,74638,850,19686,740,3508,100,164,680,3321,850,7287,580,7380,660,1500,1360,83448,540,634,280,383,100,52,40,20,0,0,0,0,0,0,0,0,1350,12651,1350,13566,450,1213,840,2548
"535",94531,"STANDARD","Antioch","","","CA","Contra Costa County","America/Los_Angeles","510,925,408",37.96,-121.76,NA,"US",0,31488,"",6,"CA",4,2100,400,1390,280,1270,6030,2550,182701,1990,156993,1150,325,320,551,280,372,320,2981,0,220,12,160,3129,470,11571,300,1952,280,4782,0,0,1610,140943,1610,39483,1480,5993,120,298,1430,5729,1610,12640,1400,17220,1350,3899,2090,115535,1050,1877,860,1428,120,74,40,34,0,0,0,0,30,42,0,0,2070,15340,2070,16011,540,1606,1540,5733
"536",94531,"STANDARD","Antioch","","","CA","Contra Costa County","America/Los_Angeles","510,925,408",37.96,-121.76,NA,"US",0,31488,"",6,"CA",2,3680,1670,1000,930,2050,7940,3260,135470,3200,110689,960,306,270,572,240,273,540,6467,0,210,-148,190,2436,570,9370,570,4720,410,2676,30,246,1150,44376,1150,21681,680,1020,410,662,950,3578,1140,5580,920,9408,870,1825,3420,65147,1570,1539,990,962,180,114,0,0,840,1517,680,1200,760,1119,0,0,2740,6543,2970,7683,620,1116,3020,7946
"537",94531,"STANDARD","Antioch","","","CA","Contra Costa County","America/Los_Angeles","510,925,408",37.96,-121.76,NA,"US",0,31488,"",6,"CA",1,5710,3920,630,1070,2780,8140,2890,70150,4550,53403,800,383,280,453,250,252,890,7174,0,250,-115,160,1061,540,5120,620,4285,180,352,0,0,580,9026,580,10057,180,294,330,224,430,1618,570,2242,420,4213,340,521,2500,15030,710,281,200,78,30,10,0,0,1960,4994,1760,4311,1230,1482,0,0,2010,1320,2770,2447,570,452,4820,9492
"538",94531,"STANDARD","Antioch","","","CA","Contra Costa County","America/Los_Angeles","510,925,408",37.96,-121.76,NA,"US",0,31488,"",6,"CA",3,2830,880,1210,670,1710,7100,3060,174379,2570,147491,1230,481,370,836,320,513,410,3443,0,300,32,190,2847,540,11818,390,2732,370,5202,0,0,1680,104188,1680,35095,1390,3803,260,408,1460,5571,1670,10306,1420,15764,1320,2871,2810,101960,1400,2136,1060,1589,190,104,60,40,0,0,0,0,210,296,20,22,2600,12116,2660,12920,660,1572,2150,6798
"539",94531,"STANDARD","Antioch","","","CA","Contra Costa County","America/Los_Angeles","510,925,408",37.96,-121.76,NA,"US",0,31488,"",6,"CA",5,3150,350,2550,240,1880,9610,3910,423193,3040,367929,2050,1001,770,1166,680,808,530,6541,0,630,1734,290,6447,750,24872,380,2864,360,6823,30,630,2840,385735,2840,87402,2730,20634,90,300,2540,11298,2840,33493,2500,36372,2510,8740,3150,296234,1360,2042,780,1081,250,139,100,201,0,0,0,0,0,0,170,354,3140,49908,3140,51421,1090,4842,2020,8796
"540",94531,"STANDARD","Antioch","","","CA","Contra Costa County","America/Los_Angeles","510,925,408",37.96,-121.76,NA,"US",0,31488,"",6,"CA",6,490,30,440,0,310,1540,610,129908,470,98568,390,497,190,937,180,589,90,2944,0,180,3187,60,2986,150,8688,50,449,50,1005,0,0,490,129442,490,24189,480,8560,0,0,440,2354,490,11251,430,8021,450,2807,490,99851,90,153,0,0,40,19,0,0,0,0,0,0,0,0,300,1391,490,23623,490,24376,280,3507,200,1234
"541",94533,"STANDARD","Fairfield","","","CA","Solano County","America/Los_Angeles","510,707",38.28,-122,NA,"US",0,51145,"",6,"CA",1,12220,7750,1580,2730,6190,21270,8660,161519,10080,127807,1600,694,480,683,410,391,1290,8767,0,350,-141,330,1936,1330,14889,1390,8278,340,575,20,214,750,11296,750,12185,220,210,440,335,500,1001,730,1675,480,4589,450,751,5330,31216,1650,553,660,222,70,23,0,0,4360,10970,4020,10145,3560,4551,0,0,4190,2761,5170,4177,960,640,10630,22609
"542",94533,"STANDARD","Fairfield","","","CA","Solano County","America/Los_Angeles","510,707",38.28,-122,NA,"US",0,51145,"",6,"CA",3,4310,1440,2040,740,2470,10720,4370,263728,3670,205179,1940,1047,590,1357,520,913,420,3094,30,410,83,390,4122,1200,34905,540,3574,850,10914,0,0,1960,121621,1960,37196,1550,3988,370,548,1620,3540,1960,8679,1580,15493,1610,4386,4280,163319,1900,3025,1460,2349,230,144,80,61,0,0,0,0,280,394,0,0,4000,20113,4050,20908,1000,1974,3240,8864
"543",94533,"STANDARD","Fairfield","","","CA","Solano County","America/Los_Angeles","510,707",38.28,-122,NA,"US",0,51145,"",6,"CA",5,2980,380,2410,180,1760,8460,3070,393789,2710,311145,2070,1844,780,2696,700,1908,410,3225,0,580,2334,380,8210,1090,46683,290,2204,570,10443,20,370,2530,339296,2530,73262,2400,17501,110,330,2220,7237,2520,26197,2110,29116,2230,8145,2980,283410,1230,1799,660,938,270,173,130,161,0,0,0,0,0,0,120,243,2970,47838,2970,48764,1050,4448,1850,7402
"544",94533,"STANDARD","Fairfield","","","CA","Solano County","America/Los_Angeles","510,707",38.28,-122,NA,"US",0,51145,"",6,"CA",6,360,40,310,0,260,960,290,120751,300,61907,310,1109,180,3328,160,1957,70,5764,0,160,8180,70,6928,160,9782,20,128,90,1795,0,0,350,105968,350,22194,340,7705,0,0,310,1490,350,9481,290,5022,320,2207,360,94818,100,51,0,0,0,0,0,0,0,0,0,0,0,0,210,1115,360,22364,360,22869,180,4095,160,1086
"545",94533,"STANDARD","Fairfield","","","CA","Solano County","America/Los_Angeles","510,707",38.28,-122,NA,"US",0,51145,"",6,"CA",4,2530,550,1680,260,1510,6620,2410,218475,2160,164007,1480,944,510,1442,460,880,290,2373,0,380,235,340,5114,880,30810,330,2123,600,10437,0,0,1700,147505,1700,37844,1470,5893,190,428,1430,3709,1690,10592,1370,16084,1430,4034,2530,146303,1070,1804,800,1350,150,95,50,45,0,0,0,0,30,20,30,37,2500,20235,2500,20749,680,1858,1810,5799
"546",94533,"STANDARD","Fairfield","","","CA","Solano County","America/Los_Angeles","510,707",38.28,-122,NA,"US",0,51145,"",6,"CA",2,8120,3390,2510,2050,4410,19450,8830,294278,7100,240840,2020,861,540,849,470,524,680,5672,0,370,-74,410,3444,1410,29543,1040,7486,1040,6078,0,0,1700,66142,1700,28044,1020,1560,620,648,1330,2877,1700,6427,1290,11931,1260,2733,7580,139829,3570,3286,2520,2288,370,222,80,36,1880,3380,1590,2942,2110,3631,0,0,5750,13967,6030,15131,1170,1577,6870,18551
"547",94534,"STANDARD","Fairfield","Suisun City","","CA","Solano County","America/Los_Angeles","707",38.23,-122.12,NA,"US",0,30105,"",6,"CA",2,2830,1500,820,460,1480,5400,1770,104799,2280,78563,960,641,390,994,350,605,390,5171,0,320,167,250,2592,610,12361,340,2629,490,3260,0,0,880,34388,880,17141,500,1067,350,424,730,2456,880,4201,660,7298,640,1257,2650,53559,1050,920,580,533,130,75,0,0,490,833,380,667,440,619,0,0,2240,5744,2390,6677,530,855,2220,5306
"548",94534,"STANDARD","Fairfield","Suisun City","","CA","Solano County","America/Los_Angeles","707",38.23,-122.12,NA,"US",0,30105,"",6,"CA",3,2490,900,1160,360,1410,5490,1850,154550,2050,114948,1300,875,480,1780,430,1218,410,6129,30,400,523,260,4084,650,18796,250,1719,520,7183,40,466,1380,86749,1380,29007,1040,3044,310,513,1200,4170,1370,8167,1110,12315,1130,2502,2460,94774,1010,1443,700,1049,130,70,40,7,0,0,0,0,120,128,0,0,2330,11955,2380,13011,660,1552,1780,4861
"549",94534,"STANDARD","Fairfield","Suisun City","","CA","Solano County","America/Los_Angeles","707",38.23,-122.12,NA,"US",0,30105,"",6,"CA",4,2150,510,1360,240,1290,5420,1920,186438,1850,141442,1340,891,510,1966,460,1247,360,5003,0,430,1161,250,4117,620,20663,270,2164,450,8102,0,0,1550,135528,1550,36495,1370,5883,160,308,1350,4888,1550,11613,1280,15676,1300,3289,2140,122913,990,1583,730,1182,140,76,40,13,0,0,0,0,30,31,30,32,2110,16888,2120,17837,560,1698,1530,5304
"550",94534,"STANDARD","Fairfield","Suisun City","","CA","Solano County","America/Los_Angeles","707",38.23,-122.12,NA,"US",0,30105,"",6,"CA",1,4340,3400,530,370,1960,4870,1100,51088,3320,37498,920,680,510,975,460,618,530,3699,20,410,50,210,1521,570,6309,370,2397,180,351,0,0,430,6214,430,8032,100,138,280,195,330,1118,420,1681,280,2969,290,425,2110,12646,540,189,70,28,0,0,0,0,950,1753,780,1511,430,521,0,0,1770,1139,2160,1767,510,396,3450,4903
"551",94534,"STANDARD","Fairfield","Suisun City","","CA","Solano County","America/Los_Angeles","707",38.23,-122.12,NA,"US",0,30105,"",6,"CA",5,4070,470,3350,210,2470,11760,4340,560460,3700,443684,2950,3052,1210,4388,1110,3107,740,13922,30,1050,3384,500,13314,1200,51871,400,3075,670,13051,60,787,3610,503778,3610,113282,3440,26768,150,472,3280,14245,3610,43071,3100,47077,3180,10590,4060,397317,1760,2300,910,1232,390,243,110,86,0,0,0,0,0,0,210,471,4050,67880,4050,70285,1470,6472,2460,10773
"552",94534,"STANDARD","Fairfield","Suisun City","","CA","Solano County","America/Los_Angeles","707",38.23,-122.12,NA,"US",0,30105,"",6,"CA",6,1200,80,1080,40,870,3520,1240,427596,1090,264474,1060,3879,630,9254,600,7744,300,25707,0,590,42611,180,10313,350,21715,60,460,200,4337,90,3344,1190,422304,1190,73070,1160,28774,20,96,1120,8254,1190,38117,1030,22031,1100,6752,1200,340729,380,503,0,0,100,60,40,35,0,0,0,0,0,0,880,6313,1200,85680,1200,88363,600,11315,480,3942
"553",94535,"STANDARD","Travis Afb","Fairfield","","CA","Solano County","America/Los_Angeles","707",38.26,-121.93,NA,"US",0,4193,"",6,"CA",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554",94535,"STANDARD","Travis Afb","Fairfield","","CA","Solano County","America/Los_Angeles","707",38.26,-121.93,NA,"US",0,4193,"",6,"CA",1,1060,740,260,20,250,1630,360,17722,1040,17674,80,17,0,0,0,0,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,740,5566,400,75,0,0,0,0,0,0,240,843,230,838,210,331,0,0,650,518,670,525,30,32,1040,2465
"555",94535,"STANDARD","Travis Afb","Fairfield","","CA","Solano County","America/Los_Angeles","707",38.26,-121.93,NA,"US",0,4193,"",6,"CA",2,660,90,500,70,180,2080,920,23820,660,23544,130,20,60,42,60,23,30,63,0,60,6,0,0,50,454,40,246,30,315,0,0,50,1558,50,727,0,0,30,55,30,70,40,158,30,261,30,95,620,8740,500,458,360,294,90,56,0,0,380,806,370,789,370,583,0,0,280,527,310,545,0,0,640,3172
"556",94535,"STANDARD","Travis Afb","Fairfield","","CA","Solano County","America/Los_Angeles","707",38.26,-121.93,NA,"US",0,4193,"",6,"CA",4,130,0,110,0,50,440,200,10938,120,10402,60,7,30,30,20,29,0,0,0,20,19,0,0,0,0,20,173,0,0,0,0,30,2942,30,738,0,0,20,65,30,87,30,175,30,271,30,93,130,7541,100,225,90,169,40,29,0,0,0,0,0,0,0,0,0,0,120,854,120,858,0,0,110,487
"557",94535,"STANDARD","Travis Afb","Fairfield","","CA","Solano County","America/Los_Angeles","707",38.26,-121.93,NA,"US",0,4193,"",6,"CA",5,90,0,90,0,30,310,130,13737,90,11919,60,22,40,52,30,25,0,0,0,20,14,0,0,30,759,0,0,0,0,0,0,50,7471,50,1182,30,212,0,0,30,118,50,366,30,357,40,149,90,10840,50,83,30,56,20,14,0,0,0,0,0,0,0,0,0,0,90,1958,90,1982,30,131,60,227
"558",94535,"STANDARD","Travis Afb","Fairfield","","CA","Solano County","America/Los_Angeles","707",38.26,-121.93,NA,"US",0,4193,"",6,"CA",3,240,40,200,0,80,810,370,14546,240,13968,90,15,30,17,30,12,40,75,0,0,0,0,0,40,807,20,190,0,0,0,0,30,2002,30,619,50,116,0,0,20,55,30,129,30,320,20,70,240,8580,190,375,170,277,70,49,0,0,0,0,0,0,30,61,0,0,210,759,210,778,30,42,220,895
"559",94536,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,408,925",37.56,-121.98,NA,"US",0,55569,"",6,"CA",6,2450,130,2280,40,1290,7750,3020,815186,2350,643714,2180,5225,1650,8683,1590,6651,400,15884,0,1710,51217,220,8964,300,13243,210,1326,160,3514,100,2878,2420,805702,2420,130231,2390,60522,0,0,2160,14536,2420,76268,1970,35269,2130,13317,2450,655138,1080,2029,0,0,470,216,90,62,0,0,0,0,0,0,1850,11163,2450,166602,2450,168976,1370,18884,950,6816
"560",94536,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,408,925",37.56,-121.98,NA,"US",0,55569,"",6,"CA",3,4310,1840,1830,540,2440,9120,2990,266025,3780,219419,1820,1651,900,2575,830,1527,580,8126,30,790,350,420,6430,780,19364,450,2968,650,9238,0,0,1730,108757,1730,35512,1390,4231,320,465,1380,5405,1730,10570,1250,14524,1420,2965,4270,173134,1730,2354,1170,1713,180,97,50,14,0,0,0,0,150,176,0,0,4110,23065,4170,24475,1030,2268,3180,8752
"561",94536,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,408,925",37.56,-121.98,NA,"US",0,55569,"",6,"CA",5,6470,900,5220,300,3560,18390,6700,896493,6090,777570,4620,3957,2880,8799,2670,6213,1000,22570,0,2720,6170,590,13401,1080,39934,670,4240,680,13265,110,1689,5200,735331,5200,153713,5050,43132,130,364,4340,22611,5190,69228,4070,61470,4390,11928,6470,657609,2960,3503,1420,1648,700,396,160,107,0,0,0,0,0,0,300,661,6460,114818,6460,118173,2080,8170,4230,18249
"562",94536,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,408,925",37.56,-121.98,NA,"US",0,55569,"",6,"CA",2,5680,3040,1630,900,3220,10960,3680,209476,4830,167354,1690,1295,790,2118,700,1223,720,9488,0,660,300,420,4050,900,16125,740,5923,800,5261,40,479,1200,46102,1200,22823,640,1232,500,522,950,3455,1190,5504,810,8839,900,1789,5380,111256,2040,1799,1130,1069,170,92,0,0,860,1418,650,1099,790,1138,0,0,4610,12153,4850,13734,1050,1665,4520,10167
"563",94536,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,408,925",37.56,-121.98,NA,"US",0,55569,"",6,"CA",1,8320,6030,1300,840,4300,11140,3110,101592,6110,73804,1720,1474,960,1945,870,1085,1300,10649,0,770,-271,500,2944,970,8601,760,5609,320,587,0,0,680,10163,680,12133,150,231,420,419,520,1906,660,2683,420,4436,400,504,3830,23283,970,383,220,83,30,13,30,8,2140,4218,1740,3500,1200,1513,0,0,3200,2074,4200,3620,1100,785,6440,9828
"564",94536,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,408,925",37.56,-121.98,NA,"US",0,55569,"",6,"CA",4,3380,950,2090,280,1940,8150,2690,294183,3010,239743,1890,1564,990,3296,910,2244,470,8459,0,920,881,380,6761,660,20834,320,2240,570,10533,20,282,2060,180076,2060,45391,1850,8683,180,387,1570,6656,2050,16293,1450,18259,1630,3928,3380,203379,1540,2368,1080,1652,220,121,60,34,0,0,0,0,30,39,30,81,3350,29070,3350,30464,860,2403,2450,8102
"565",94538,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,707,408,925",37.5,-121.96,NA,"US",0,49149,"",6,"CA",4,3240,970,1980,240,1860,7880,2660,282041,3090,253420,1570,799,690,1148,630,786,370,4317,0,720,738,220,3986,440,10945,330,2225,280,4956,0,0,1800,157690,1800,36751,1670,8185,110,256,1160,4679,1790,13650,1100,13969,1340,3197,3240,199893,1490,2321,1150,1725,190,104,30,9,0,0,0,0,0,0,0,0,3220,29106,3220,29955,670,1806,2540,8375
"566",94538,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,707,408,925",37.5,-121.96,NA,"US",0,49149,"",6,"CA",3,4110,1630,1870,540,2450,9190,3200,255566,3780,220840,1640,849,670,1251,590,786,490,6220,0,660,436,280,3623,590,13888,520,3877,460,6368,50,386,1560,98422,1560,31490,1320,3953,220,381,1200,4495,1560,9286,1140,12967,1200,2138,4100,167029,1660,2384,1210,1744,160,87,30,21,0,0,0,0,170,200,20,32,3940,22047,3970,23161,870,1840,3200,8628
"567",94538,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,707,408,925",37.5,-121.96,NA,"US",0,49149,"",6,"CA",1,8320,5760,1390,1030,4460,12210,3700,104750,6410,80482,1420,918,600,871,520,437,1340,10415,0,530,-283,360,2429,830,7464,870,5937,260,440,0,0,570,8323,570,10027,150,197,340,232,420,1417,560,1952,380,4302,310,400,3800,23060,1060,399,280,92,30,8,20,11,2450,4765,2050,4035,1400,1778,0,0,3080,2054,4150,3657,1090,822,6610,10840
"568",94538,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,707,408,925",37.5,-121.96,NA,"US",0,49149,"",6,"CA",2,5920,2910,1830,1040,3440,12540,4810,217039,5220,179725,1490,832,620,1227,540,766,770,10279,0,560,248,370,3973,760,12334,810,6509,620,3904,0,0,1070,41552,1070,19731,620,1042,400,439,780,2852,1070,4644,730,8487,790,1447,5580,111769,2250,2037,1340,1282,190,108,0,0,980,1768,760,1379,1080,1625,0,0,4620,11963,4880,13681,1050,1868,4780,11408
"569",94538,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,707,408,925",37.5,-121.96,NA,"US",0,49149,"",6,"CA",6,1190,120,1040,30,620,3560,1320,355860,1180,293075,1000,1532,720,3698,680,2772,170,5427,0,780,13143,70,2183,90,3582,100,674,30,671,30,1049,1160,346016,1160,50558,1150,25504,0,0,820,5118,1160,31302,790,13443,920,3502,1190,291218,450,1165,0,0,200,103,40,53,0,0,0,0,0,0,830,4288,1190,70870,1190,71510,630,10021,530,4094
"570",94538,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,707,408,925",37.5,-121.96,NA,"US",0,49149,"",6,"CA",5,5430,850,4280,230,2930,15000,5300,741611,5280,676795,3550,2063,1970,3291,1800,2445,720,12051,0,2040,3881,320,7714,670,20967,600,4120,310,6312,40,615,4040,564796,4040,109656,3950,34234,70,214,3000,13905,4040,49743,2890,41633,3280,8314,5420,558926,2350,2872,1240,1446,520,298,100,50,0,0,0,0,0,0,240,510,5420,99105,5420,101126,1760,7165,3600,14932
"571",94539,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,650,415,925,209,000",37.51,-121.89,NA,"US",0,44440,"",6,"CA",3,1990,900,890,170,990,4090,1220,123833,1630,93523,1180,1702,760,3128,710,2135,320,6024,0,710,1315,280,4748,390,9613,210,1811,370,5516,30,457,900,56747,900,22114,660,2203,220,304,760,4779,900,7560,620,8646,740,1883,1930,77440,750,961,410,586,70,33,0,0,0,0,0,0,70,74,0,0,1830,10305,1870,11306,560,1203,1320,4077
"572",94539,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,650,415,925,209,000",37.51,-121.89,NA,"US",0,44440,"",6,"CA",2,2450,1440,750,210,1180,4170,1020,90703,1950,70176,1110,1406,700,2305,640,1421,420,6868,0,630,524,240,3159,340,5670,290,2314,380,2573,0,0,670,25676,670,15149,340,1110,280,301,560,3370,660,4967,440,5934,510,1076,2280,48757,820,721,300,286,60,30,20,8,250,449,190,328,200,241,0,0,2000,5361,2110,6352,550,940,1770,4293
"573",94539,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,650,415,925,209,000",37.51,-121.89,NA,"US",0,44440,"",6,"CA",1,4820,3750,750,240,2030,5060,1000,49842,3340,39804,1540,1591,1180,2424,1050,1542,730,5752,0,1040,-232,240,1707,430,3351,300,2400,150,301,30,487,440,6053,440,8985,130,429,230,172,350,2154,420,2911,240,3112,270,438,2120,12424,580,259,50,16,0,0,0,0,830,1303,650,1028,300,351,0,0,1640,1052,2240,1944,750,541,3200,4136
"574",94539,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,650,415,925,209,000",37.51,-121.89,NA,"US",0,44440,"",6,"CA",4,1730,530,1070,90,900,4070,1280,151416,1420,111492,1210,1721,830,4113,770,2685,320,7369,0,790,2364,240,4681,370,14057,150,1349,350,6696,30,530,1170,103296,1170,28180,1030,5013,130,239,910,5810,1170,11419,780,10413,940,2527,1710,101867,820,1221,480,704,80,41,30,17,0,0,0,0,40,45,0,0,1650,14467,1670,15557,450,1440,1180,4661
"575",94539,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,650,415,925,209,000",37.51,-121.89,NA,"US",0,44440,"",6,"CA",5,5490,620,4600,210,2560,17000,6920,799989,5050,663490,4440,6384,3320,14984,3110,10926,1080,28448,30,3410,9583,530,14907,800,35398,490,3544,670,13998,180,3525,4660,690760,4660,153065,4470,40781,150,401,4040,30924,4650,74277,3600,56560,4050,12480,5480,572688,3000,3522,1110,1210,570,276,140,92,0,0,0,0,0,0,460,1068,5450,99669,5460,103201,1760,8150,3500,17560
"576",94539,"STANDARD","Fremont","","","CA","Alameda County","America/Los_Angeles","510,650,415,925,209,000",37.51,-121.89,NA,"US",0,44440,"",6,"CA",6,5390,190,5090,70,2680,18890,8410,2255127,5190,1632913,4940,20804,4420,65748,4280,53472,1070,62844,0,4570,189051,380,16902,450,19850,410,2844,280,6591,310,11895,5350,2243330,5350,360065,5290,179579,40,158,4910,52702,5350,238165,4430,86301,4770,26229,5380,1820567,2910,8586,0,0,1150,505,170,245,0,0,0,0,0,0,4560,41490,5380,487772,5380,494022,2990,52201,1940,17914
