"","zip","type","primary_city","acceptable_cities","unacceptable_cities","state","county","timezone","area_codes","latitude","longitude","world_region","country","decommissioned","estimated_population","notes","STATEFIPS","STATE","AGI_STUB","N1","MARS1","MARS2","MARS4","PREP","N2","NUMDEP","A00100","N00200","A00200","N00300","A00300","N00600","A00600","N00650","A00650","N00900","A00900","SCHF","N01000","A01000","N01400","A01400","N01700","A01700","N02300","A02300","N02500","A02500","N03300","A03300","N00101","A00101","N04470","A04470","N18425","A18425","N18450","A18450","N18500","A18500","N18300","A18300","N19300","A19300","N19700","A19700","N04800","A04800","N07100","A07100","N07220","A07220","N07180","A07180","N07260","A07260","N59660","A59660","N59720","A59720","N11070","A11070","N09600","A09600","N06500","A06500","N10300","A10300","N11901","A11901","N11902","A11902"
"677",94561,"STANDARD","Oakley","","","CA","Contra Costa County","America/Los_Angeles","925",37.99,-121.68,NA,"US",0,27185,"",6,"CA",5,2730,280,2330,130,1760,8620,3560,361449,2640,317302,1840,860,500,822,460,514,420,4908,0,380,1233,220,5140,600,17666,400,2707,270,5061,0,0,2460,327549,2460,75313,2370,17003,70,325,2260,10096,2450,28620,2220,31787,2150,6180,2730,250218,1310,2096,890,1240,320,204,80,191,0,0,0,0,0,0,130,281,2730,40775,2730,41968,870,3505,1840,7559
"678",94561,"STANDARD","Oakley","","","CA","Contra Costa County","America/Los_Angeles","925",37.99,-121.68,NA,"US",0,27185,"",6,"CA",4,1950,350,1390,180,1230,5630,2290,169538,1820,143278,1130,350,300,538,270,386,260,3037,40,220,302,160,2855,410,11004,330,2302,260,4801,30,470,1500,130966,1500,34456,1360,5413,130,291,1360,5171,1500,11485,1330,15239,1190,2399,1950,108783,1040,1898,840,1455,160,96,40,54,0,0,0,0,40,55,0,0,1910,14122,1920,14780,470,1323,1450,4991
"679",94563,"STANDARD","Orinda","","","CA","Contra Costa County","America/Los_Angeles","925,510",37.89,-122.19,NA,"US",0,17132,"",6,"CA",5,1860,390,1360,90,1190,4580,1350,272312,1320,149034,1470,4082,1230,15721,1170,11838,570,22208,30,1150,8013,580,21775,620,26905,100,899,690,15160,130,2572,1680,248609,1680,65459,1530,14013,130,288,1510,11850,1680,26813,1190,22349,1530,6201,1850,188725,920,889,190,209,120,56,50,85,0,0,0,0,0,0,190,569,1830,32769,1840,35791,690,4265,900,5746
"680",94563,"STANDARD","Orinda","","","CA","Contra Costa County","America/Los_Angeles","925,510",37.89,-122.19,NA,"US",0,17132,"",6,"CA",4,610,240,300,50,400,1210,310,53120,380,25159,460,1358,370,4065,340,2930,160,4663,0,340,998,190,3769,220,7521,30,328,250,4872,30,369,460,40460,460,13390,360,1764,90,119,380,2624,460,4654,290,4562,390,1009,590,34021,260,259,90,128,20,11,0,0,0,0,0,0,30,31,0,0,560,4930,580,5617,220,860,310,1365
"681",94563,"STANDARD","Orinda","","","CA","Contra Costa County","America/Los_Angeles","925,510",37.89,-122.19,NA,"US",0,17132,"",6,"CA",6,2880,200,2590,60,2100,9090,3630,1957218,2390,1003500,2570,31922,2270,85892,2180,68744,840,82497,0,2270,328374,620,60990,560,32360,140,1235,540,13857,430,18340,2850,1947973,2850,324375,2790,160580,50,189,2700,34761,2850,199239,2290,60649,2700,43640,2870,1596677,1610,8088,0,0,350,174,100,186,0,0,0,0,0,0,2390,30535,2870,435145,2870,448774,1410,36341,860,13437
"682",94563,"STANDARD","Orinda","","","CA","Contra Costa County","America/Los_Angeles","925,510",37.89,-122.19,NA,"US",0,17132,"",6,"CA",1,1870,1660,150,40,900,1390,180,16666,1150,11308,650,720,820,2035,770,1367,300,1817,0,680,471,140,960,190,1743,60,385,80,162,0,0,270,3297,270,6345,80,193,150,96,190,1065,260,1550,140,2086,170,307,880,4759,240,68,0,0,0,0,0,0,170,141,150,139,40,45,0,0,670,428,870,786,400,288,1020,1144
"683",94563,"STANDARD","Orinda","","","CA","Contra Costa County","America/Los_Angeles","925,510",37.89,-122.19,NA,"US",0,17132,"",6,"CA",2,870,630,170,50,470,1260,230,32560,550,18670,450,874,400,2320,370,1449,210,3763,0,350,928,150,1838,200,3668,50,431,230,1700,30,369,330,12434,330,8134,130,351,180,165,270,1504,330,2116,180,2532,260,553,770,17399,220,146,50,42,0,0,0,0,30,54,0,0,40,53,0,0,690,1963,760,2550,240,431,530,1126
"684",94563,"STANDARD","Orinda","","","CA","Contra Costa County","America/Los_Angeles","925,510",37.89,-122.19,NA,"US",0,17132,"",6,"CA",3,750,440,230,60,460,1240,260,47060,470,24679,480,1015,420,2979,390,2034,180,3707,0,390,946,190,3504,220,5419,40,330,260,4224,0,0,430,26934,430,11918,270,1002,140,166,350,2182,430,3476,260,3860,350,877,710,28821,250,184,70,89,30,15,40,12,0,0,0,0,30,45,0,0,660,3994,690,4632,270,737,380,1105
"685",94564,"STANDARD","Pinole","","","CA","Contra Costa County","America/Los_Angeles","510",37.99,-122.27,NA,"US",0,15898,"",6,"CA",5,1520,250,1180,100,940,3990,1280,202399,1370,156195,1100,821,510,2043,470,1508,270,4197,0,390,1961,230,6993,460,19548,170,1356,330,6243,50,509,1330,178624,1330,38069,1280,9631,40,159,1190,4965,1330,15364,1110,14917,1140,3776,1520,146845,600,709,280,331,170,96,40,28,0,0,0,0,0,0,70,132,1520,25228,1520,26051,500,2117,970,3947
"686",94564,"STANDARD","Pinole","","","CA","Contra Costa County","America/Los_Angeles","510",37.99,-122.27,NA,"US",0,15898,"",6,"CA",3,1660,710,640,270,940,3380,1090,102258,1360,74904,850,656,340,1529,300,1118,250,3070,0,260,455,230,3138,460,12211,150,1002,370,5365,0,0,860,53437,860,17077,670,1939,160,247,730,2616,860,5089,670,6785,690,1680,1640,65134,580,804,370,551,80,43,30,7,0,0,0,0,60,65,0,0,1590,8532,1610,9106,440,921,1180,3025
"687",94564,"STANDARD","Pinole","","","CA","Contra Costa County","America/Los_Angeles","510",37.99,-122.27,NA,"US",0,15898,"",6,"CA",6,230,30,190,0,160,610,190,66726,210,41981,190,249,110,553,100,442,50,1597,0,100,3782,40,2623,90,5189,0,0,40,972,0,0,230,64691,230,10515,220,4133,0,0,200,1070,230,5416,190,2935,210,1131,230,53795,60,64,0,0,0,0,0,0,0,0,0,0,0,0,150,779,230,12754,230,13086,120,1903,100,544
"688",94564,"STANDARD","Pinole","","","CA","Contra Costa County","America/Los_Angeles","510",37.99,-122.27,NA,"US",0,15898,"",6,"CA",1,2830,2090,350,350,1350,3620,890,35868,2030,24602,600,370,290,580,250,379,420,3478,0,200,-187,190,1410,410,3978,310,2401,160,291,0,0,270,3876,270,4248,50,63,190,147,220,713,270,977,180,1630,160,240,1420,8929,360,134,80,35,20,9,0,0,760,1497,630,1310,370,422,0,0,1190,803,1500,1339,380,335,2190,3478
"689",94564,"STANDARD","Pinole","","","CA","Contra Costa County","America/Los_Angeles","510",37.99,-122.27,NA,"US",0,15898,"",6,"CA",2,2080,1080,530,430,1140,3960,1360,78128,1670,58330,700,550,280,917,240,634,320,4000,0,110,10,190,2060,440,8527,240,1829,360,2618,0,0,610,23845,610,10913,350,574,240,250,490,1752,610,2734,440,4367,460,858,1980,41079,710,673,420,422,100,60,0,0,330,559,250,431,270,369,0,0,1720,4448,1800,5131,420,635,1600,3656
"690",94564,"STANDARD","Pinole","","","CA","Contra Costa County","America/Los_Angeles","510",37.99,-122.27,NA,"US",0,15898,"",6,"CA",4,1070,310,650,100,660,2500,790,92780,910,67941,650,418,270,964,230,691,160,2444,0,200,275,160,2914,310,11288,130,972,260,4847,0,0,760,66563,760,17100,670,2856,80,154,670,2568,760,5861,630,7042,630,1615,1060,62898,430,626,280,408,60,32,20,5,0,0,0,0,0,0,0,0,1050,9023,1050,9467,320,899,720,2409
"691",94565,"STANDARD","Pittsburg","Bay Point","Port Chicago, West Pittsburg","CA","Contra Costa County","America/Los_Angeles","925,510,415",38,-121.83,NA,"US",0,61968,"",6,"CA",6,320,40,280,0,220,950,350,85469,310,63443,260,165,120,479,110,312,50,1178,0,110,1427,40,1745,100,7318,40,278,50,1004,0,0,310,83289,310,16945,310,5441,0,0,280,1368,310,6972,270,4605,280,1607,320,64829,70,48,0,0,30,18,0,0,0,0,0,0,0,0,180,784,320,15380,320,15719,180,1992,130,794
"692",94565,"STANDARD","Pittsburg","Bay Point","Port Chicago, West Pittsburg","CA","Contra Costa County","America/Los_Angeles","925,510,415",38,-121.83,NA,"US",0,61968,"",6,"CA",1,15150,8810,2320,3860,8740,28100,12000,200226,11880,150501,1660,564,500,670,420,341,2730,23541,0,380,-80,380,2345,1360,13852,1660,10408,430,759,0,0,1060,16293,1060,15881,320,359,610,542,780,1880,1040,3287,770,7481,640,920,6190,35367,1960,669,780,238,80,28,0,0,5640,14531,5080,12710,4720,6203,0,0,4740,3082,7050,6471,1700,1159,12780,28033
"693",94565,"STANDARD","Pittsburg","Bay Point","Port Chicago, West Pittsburg","CA","Contra Costa County","America/Los_Angeles","925,510,415",38,-121.83,NA,"US",0,61968,"",6,"CA",5,3330,470,2620,230,2040,9570,3630,433615,3160,366507,2140,851,730,1147,660,835,500,6032,0,540,1036,300,7838,890,32208,400,2756,450,8492,30,391,2860,378225,2860,81299,2740,20072,90,273,2530,8816,2860,30499,2470,33788,2480,8104,3330,310690,1310,1931,780,1060,330,195,90,117,0,0,0,0,0,0,160,274,3320,52627,3320,54219,1140,4961,2160,8472
"694",94565,"STANDARD","Pittsburg","Bay Point","Port Chicago, West Pittsburg","CA","Contra Costa County","America/Los_Angeles","925,510,415",38,-121.83,NA,"US",0,61968,"",6,"CA",4,3100,650,2080,330,1950,8490,3310,267181,2900,222966,1630,644,450,652,380,414,400,4276,0,320,168,280,5321,710,19322,460,3019,490,8302,0,0,2140,185384,2140,46751,1950,7919,170,415,1820,5319,2140,14504,1790,20529,1760,4248,3100,177818,1440,2492,1140,1904,220,130,60,38,0,0,0,0,30,41,40,68,3070,24247,3070,25224,820,2287,2250,7263
"695",94565,"STANDARD","Pittsburg","Bay Point","Port Chicago, West Pittsburg","CA","Contra Costa County","America/Los_Angeles","925,510,415",38,-121.83,NA,"US",0,61968,"",6,"CA",2,10090,4010,3080,2810,6140,25060,11910,365688,9090,310152,2160,633,530,869,450,473,1150,14544,0,370,80,390,3758,1270,21978,1240,8904,970,6205,0,0,2410,92774,2410,38728,1520,2163,800,1048,1860,4427,2400,8360,1820,16965,1740,3241,9350,169352,4620,4309,3290,3039,470,285,60,28,2410,4319,1930,3486,2830,4809,0,0,6970,16553,7490,18851,1510,2403,8510,22753
"696",94565,"STANDARD","Pittsburg","Bay Point","Port Chicago, West Pittsburg","CA","Contra Costa County","America/Los_Angeles","925,510,415",38,-121.83,NA,"US",0,61968,"",6,"CA",3,5490,1750,2590,1050,3380,14180,6110,334967,5110,285919,2090,703,490,753,440,512,610,6133,0,390,366,340,4439,1040,21201,760,5372,690,9299,30,239,2700,167500,2700,63147,2220,5883,430,780,2290,5977,2700,13620,2250,22649,2080,4486,5470,203417,2570,4098,2070,3241,320,176,70,31,0,0,0,0,400,547,0,0,5060,24571,5140,25900,1310,2862,4140,11765
"697",94566,"STANDARD","Pleasanton","","","CA","Alameda County","America/Los_Angeles","925",37.65,-121.85,NA,"US",0,37329,"",6,"CA",6,3980,180,3690,80,2460,13400,5730,2070645,3750,1493727,3540,14337,2930,48954,2820,38268,860,60571,20,3030,190060,480,23199,600,28594,240,1620,330,7232,270,8617,3950,2061013,3950,339942,3890,171238,50,134,3720,42562,3950,216607,3410,82949,3690,25620,3980,1679075,1780,6098,0,0,410,198,150,339,0,0,0,0,0,0,3250,31155,3980,467735,3980,475024,2140,45298,1450,20016
"698",94566,"STANDARD","Pleasanton","","","CA","Alameda County","America/Los_Angeles","925",37.65,-121.85,NA,"US",0,37329,"",6,"CA",4,1670,590,900,160,980,3690,1130,145079,1320,97814,1010,1902,650,3586,600,2401,290,6935,0,580,1271,320,7004,510,17373,160,1360,430,8119,30,324,1130,98729,1130,27298,940,4667,170,307,870,4636,1130,9985,760,10876,950,2211,1650,98419,700,1016,420,647,80,46,30,47,0,0,0,0,30,40,0,0,1610,14427,1630,15514,520,1629,1050,3513
"699",94566,"STANDARD","Pleasanton","","","CA","Alameda County","America/Los_Angeles","925",37.65,-121.85,NA,"US",0,37329,"",6,"CA",3,1970,1000,680,250,1060,3680,1040,122284,1490,82334,960,1722,680,3101,610,1862,310,7480,0,570,948,360,5399,550,15123,160,1370,480,7309,20,299,870,55117,870,19179,630,1990,220,315,690,3207,870,5745,580,7204,720,1536,1940,80178,720,827,400,563,60,32,40,16,0,0,0,0,70,93,0,0,1850,11070,1900,12187,590,1630,1280,3318
"700",94566,"STANDARD","Pleasanton","","","CA","Alameda County","America/Los_Angeles","925",37.65,-121.85,NA,"US",0,37329,"",6,"CA",5,4630,720,3650,220,2570,13110,4840,670641,4100,516420,3450,5139,2420,13969,2270,9693,1020,29810,40,2290,8424,740,19768,1090,49526,370,2661,800,17018,150,2897,4100,603820,4100,143291,3930,34461,150,413,3620,24449,4100,60842,3290,57746,3650,11397,4620,472629,2170,2560,760,907,330,169,160,220,0,0,0,0,0,0,330,793,4590,82655,4600,86657,1630,7926,2770,13781
"701",94566,"STANDARD","Pleasanton","","","CA","Alameda County","America/Los_Angeles","925",37.65,-121.85,NA,"US",0,37329,"",6,"CA",2,2700,1660,660,320,1440,5020,1700,100145,2080,71784,960,1434,640,2356,590,1372,390,5980,0,560,592,350,4195,540,9178,240,2100,530,3918,30,260,640,24795,640,14678,320,664,300,318,480,2153,640,3286,420,5039,510,1045,2480,53406,870,725,440,419,60,32,0,0,240,375,160,260,350,673,0,0,2150,5955,2270,6960,610,1082,1990,4285
"702",94566,"STANDARD","Pleasanton","","","CA","Alameda County","America/Los_Angeles","925",37.65,-121.85,NA,"US",0,37329,"",6,"CA",1,4880,4150,410,250,2260,4720,1110,51397,3550,37793,1270,972,1070,2207,960,1300,620,4293,0,880,122,340,2147,610,5000,250,1839,230,436,0,0,430,5784,430,8886,120,254,270,184,290,1372,420,1875,220,2897,260,362,2320,13369,560,192,90,29,0,0,0,0,650,984,510,809,420,558,20,39,1890,1209,2330,1899,720,447,3520,3847
"703",94567,"STANDARD","Pope Valley","","","CA","Napa County","America/Los_Angeles","707",38.67,-122.44,NA,"US",0,537,"",6,"CA",5,50,0,40,0,40,100,0,8895,40,3901,40,211,30,746,30,685,0,0,0,20,957,0,0,0,0,0,0,0,0,0,0,40,8437,40,1464,40,538,0,0,40,233,40,803,30,316,40,169,50,7021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1388,50,1455,30,495,0,0
"704",94567,"STANDARD","Pope Valley","","","CA","Napa County","America/Los_Angeles","707",38.67,-122.44,NA,"US",0,537,"",6,"CA",1,120,80,20,30,70,180,50,1602,80,921,40,17,0,0,0,0,30,239,0,0,0,20,149,30,452,0,0,0,0,0,0,30,300,30,335,0,0,30,20,30,114,20,85,30,217,20,51,60,320,0,0,0,0,0,0,0,0,50,83,30,61,40,43,0,0,50,33,70,67,30,36,90,149
"705",94567,"STANDARD","Pope Valley","","","CA","Napa County","America/Los_Angeles","707",38.67,-122.44,NA,"US",0,537,"",6,"CA",4,30,0,20,0,20,90,50,2251,20,1767,0,0,0,0,0,0,20,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1460,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,186,30,222,0,0,40,125
"706",94567,"STANDARD","Pope Valley","","","CA","Napa County","America/Los_Angeles","707",38.67,-122.44,NA,"US",0,537,"",6,"CA",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"707",94567,"STANDARD","Pope Valley","","","CA","Napa County","America/Los_Angeles","707",38.67,-122.44,NA,"US",0,537,"",6,"CA",2,80,40,30,0,50,180,70,2885,60,2097,20,30,40,51,30,20,20,867,20,40,-40,0,0,0,0,30,275,0,0,0,0,20,783,20,335,0,0,0,0,0,0,20,79,0,0,0,0,80,1359,60,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,141,70,192,0,0,70,122
"708",94567,"STANDARD","Pope Valley","","","CA","Napa County","America/Los_Angeles","707",38.67,-122.44,NA,"US",0,537,"",6,"CA",3,40,20,30,0,20,90,30,2112,30,1289,30,12,0,0,0,0,0,0,0,0,0,0,0,30,972,0,0,50,528,0,0,40,2739,40,770,40,127,0,0,30,116,40,256,30,262,30,75,30,1208,0,0,40,45,0,0,0,0,0,0,0,0,0,0,0,0,30,138,30,190,20,107,20,57
"709",94568,"STANDARD","Dublin","Pleasanton","","CA","Alameda County","America/Los_Angeles","925,510,831",37.71,-121.91,NA,"US",0,34457,"",6,"CA",2,3090,1870,740,410,1540,5450,1650,114663,2600,93179,930,737,520,1284,480,759,470,7434,0,420,-46,220,2615,440,7306,320,2669,370,2695,0,0,790,30599,790,15566,450,841,310,309,610,2814,780,4196,530,6136,590,1205,2920,62592,1050,951,540,508,110,62,0,0,400,687,310,535,410,577,0,0,2520,6999,2660,8181,620,1189,2370,5251
"710",94568,"STANDARD","Dublin","Pleasanton","","CA","Alameda County","America/Los_Angeles","925,510,831",37.71,-121.91,NA,"US",0,34457,"",6,"CA",4,2500,970,1250,220,1300,5420,1670,217678,2280,183613,1380,910,700,1656,640,1009,410,8662,0,610,871,210,3560,410,11431,240,1757,300,5691,30,330,1700,149396,1700,38223,1550,7786,130,259,1200,5921,1700,14457,1120,14878,1340,3092,2490,150964,990,1459,700,1072,160,82,30,9,0,0,0,0,30,27,30,24,2450,22963,2470,24378,640,2165,1810,6064
"711",94568,"STANDARD","Dublin","Pleasanton","","CA","Alameda County","America/Los_Angeles","925,510,831",37.71,-121.91,NA,"US",0,34457,"",6,"CA",1,4580,3580,580,350,2020,5180,1160,53665,3430,41721,970,572,620,1023,560,504,720,5394,0,530,-95,280,1847,500,4435,380,2951,190,293,0,0,460,6481,460,9502,120,260,280,207,340,1592,450,2213,290,3801,280,355,2250,14096,600,227,100,39,0,0,0,0,980,1710,790,1393,430,499,0,0,1880,1276,2390,2119,600,467,3500,4748
"712",94568,"STANDARD","Dublin","Pleasanton","","CA","Alameda County","America/Los_Angeles","925,510,831",37.71,-121.91,NA,"US",0,34457,"",6,"CA",3,2780,1430,900,390,1430,5250,1560,172599,2470,142629,1230,973,630,1511,570,948,400,6743,0,520,719,260,3901,450,10325,260,1718,350,5355,30,369,1320,83242,1320,28406,1030,3285,280,440,1050,4761,1320,8800,970,12209,1040,2324,2760,112472,970,1339,650,909,130,75,40,19,0,0,0,0,100,129,0,0,2640,15521,2680,16736,710,1677,2000,5453
"713",94568,"STANDARD","Dublin","Pleasanton","","CA","Alameda County","America/Los_Angeles","925,510,831",37.71,-121.91,NA,"US",0,34457,"",6,"CA",6,2780,170,2540,70,1540,9160,3850,894312,2720,744754,2360,2939,1780,8847,1700,7153,530,25823,0,1790,46251,190,6336,320,13022,230,1528,100,1960,130,3775,2760,888144,2760,153559,2720,65877,30,132,2440,20470,2760,87662,2380,51138,2390,9944,2780,705702,1180,1594,0,0,590,308,80,106,0,0,0,0,0,0,2220,14238,2780,180471,2780,183787,1500,20706,1160,7991
"714",94568,"STANDARD","Dublin","Pleasanton","","CA","Alameda County","America/Los_Angeles","925,510,831",37.71,-121.91,NA,"US",0,34457,"",6,"CA",5,6140,1100,4670,320,3090,17100,6290,873788,5890,776151,4350,2786,2560,6306,2380,4498,1100,22379,0,2390,4443,450,10459,890,29298,650,4517,430,8899,100,1549,5240,757846,5240,168901,5080,45289,130,343,4360,26876,5240,74331,4220,70460,4370,12090,6140,629700,2590,3121,1230,1418,730,398,120,185,0,0,0,0,0,0,380,996,6120,112533,6130,116045,1970,8808,4040,18500
"715",94571,"STANDARD","Rio Vista","","","CA","Solano County","America/Los_Angeles","707,510,916",38.18,-121.73,NA,"US",0,6699,"",6,"CA",5,650,100,540,20,430,1520,330,85354,500,49386,490,846,210,1149,200,789,120,3183,20,200,1974,190,5143,330,16217,60,426,290,5968,0,0,550,73432,550,15605,500,3530,50,141,520,1586,550,5517,460,5794,500,1723,650,63007,190,255,80,119,20,10,0,0,0,0,0,0,0,0,20,41,650,10645,650,11153,260,1497,360,1345
"716",94571,"STANDARD","Rio Vista","","","CA","Solano County","America/Los_Angeles","707,510,916",38.18,-121.73,NA,"US",0,6699,"",6,"CA",1,1320,860,310,130,610,1890,400,16618,740,8602,440,380,240,516,200,265,170,705,0,210,-239,230,1545,410,4222,120,880,180,281,0,0,260,3710,260,4378,40,24,180,137,220,541,260,757,170,1461,190,229,520,2941,80,27,30,12,0,0,0,0,260,528,230,472,140,188,0,0,450,277,560,413,160,87,890,1371
"717",94571,"STANDARD","Rio Vista","","","CA","Solano County","America/Los_Angeles","707,510,916",38.18,-121.73,NA,"US",0,6699,"",6,"CA",6,90,0,80,0,70,200,30,25341,70,11211,80,215,50,391,50,159,20,983,0,50,1175,30,1356,60,3567,0,0,40,944,0,0,90,24385,90,4305,80,1466,0,0,80,322,90,1877,70,1034,80,393,90,20244,20,23,0,0,0,0,0,0,0,0,0,0,0,0,50,263,90,4780,90,4941,60,1260,30,184
"718",94571,"STANDARD","Rio Vista","","","CA","Solano County","America/Los_Angeles","707,510,916",38.18,-121.73,NA,"US",0,6699,"",6,"CA",4,480,110,340,30,280,1030,210,41823,330,21837,310,266,130,556,120,293,60,847,0,110,168,120,2537,260,9814,70,607,230,4637,30,688,320,27835,320,7101,270,1037,50,107,280,745,320,1998,260,2741,260,682,480,28961,120,147,70,106,0,0,30,29,0,0,0,0,0,0,0,0,480,4200,480,4360,180,488,280,837
"719",94571,"STANDARD","Rio Vista","","","CA","Solano County","America/Los_Angeles","707,510,916",38.18,-121.73,NA,"US",0,6699,"",6,"CA",2,930,440,380,90,470,1780,480,33794,560,16550,450,541,210,677,190,402,120,1003,20,170,-15,200,2054,410,8979,120,1010,430,2910,0,0,320,11824,320,5818,120,230,190,203,280,712,320,1213,230,2009,260,484,870,16138,230,171,130,119,30,16,0,0,110,185,90,158,110,192,0,0,760,1749,780,1946,260,313,640,1318
"720",94571,"STANDARD","Rio Vista","","","CA","Solano County","America/Los_Angeles","707,510,916",38.18,-121.73,NA,"US",0,6699,"",6,"CA",3,700,270,360,50,410,1360,310,43481,420,20753,430,486,210,862,190,480,80,962,0,180,169,200,3147,360,11578,70,519,360,5468,0,0,390,24470,390,7762,260,657,120,185,350,854,390,1785,320,3135,330,739,690,27378,190,227,100,172,0,0,0,0,0,0,0,0,20,24,0,0,670,3596,670,3778,240,449,430,1134
"721",94572,"STANDARD","Rodeo","","","CA","Contra Costa County","America/Los_Angeles","510",38.03,-122.23,NA,"US",0,6725,"",6,"CA",2,930,440,250,220,530,1900,730,34028,780,26661,270,141,90,167,90,95,110,1448,0,70,-10,70,627,180,3422,110,759,130,893,0,0,250,9709,250,4308,150,214,90,104,210,651,250,1026,200,1889,200,369,880,17284,370,338,240,218,60,34,20,6,200,356,150,282,170,251,0,0,730,1815,790,2051,170,231,750,1803
"722",94572,"STANDARD","Rodeo","","","CA","Contra Costa County","America/Los_Angeles","510",38.03,-122.23,NA,"US",0,6725,"",6,"CA",1,1380,900,190,270,690,2130,720,17644,1020,12177,240,156,80,159,70,93,240,2117,0,60,-34,60,412,190,1825,150,967,60,96,0,0,130,2025,130,2003,20,15,80,61,110,342,130,442,90,924,80,107,600,3724,160,66,50,16,0,0,0,0,510,1256,460,1091,310,358,0,0,500,323,690,629,150,134,1140,2314
"723",94572,"STANDARD","Rodeo","","","CA","Contra Costa County","America/Los_Angeles","510",38.03,-122.23,NA,"US",0,6725,"",6,"CA",5,510,80,410,30,320,1450,540,66631,470,53986,360,172,130,284,120,237,90,979,0,110,1611,70,1697,190,7512,60,376,110,2007,0,0,450,60116,450,13089,430,3237,0,0,410,1511,450,5050,390,5315,400,1466,510,47537,210,251,90,127,50,23,0,0,0,0,0,0,0,0,0,0,510,8003,510,8213,170,570,330,1333
"724",94572,"STANDARD","Rodeo","","","CA","Contra Costa County","America/Los_Angeles","510",38.03,-122.23,NA,"US",0,6725,"",6,"CA",3,600,230,250,110,360,1360,500,37058,520,29351,280,252,90,215,80,148,80,648,0,60,61,60,795,140,3374,70,525,110,1596,0,0,310,19436,310,6259,260,704,50,72,260,768,310,1633,240,2568,260,699,600,22922,250,356,190,277,40,14,0,0,0,0,0,0,30,40,20,25,570,2905,580,3050,140,293,460,1262
"725",94572,"STANDARD","Rodeo","","","CA","Contra Costa County","America/Los_Angeles","510",38.03,-122.23,NA,"US",0,6725,"",6,"CA",4,420,100,270,40,260,1050,360,36348,370,27831,240,130,90,150,80,106,70,603,0,60,-38,50,777,120,4344,50,355,100,1798,0,0,290,25269,290,6539,270,1109,30,85,260,860,290,2121,240,2875,250,683,420,24372,170,262,120,196,30,16,20,5,0,0,0,0,0,0,0,0,420,3411,420,3543,100,248,310,1013
"726",94572,"STANDARD","Rodeo","","","CA","Contra Costa County","America/Los_Angeles","510",38.03,-122.23,NA,"US",0,6725,"",6,"CA",6,60,0,50,0,40,150,40,17949,50,12336,50,26,20,262,20,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,17949,60,2604,60,1135,0,0,50,235,60,1420,40,741,60,271,60,14791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,174,60,3659,60,3640,30,601,30,125
"727",94574,"STANDARD","Saint Helena","","","CA","Napa County","America/Los_Angeles","707",38.55,-122.39,NA,"US",0,7143,"",6,"CA",2,980,490,300,170,570,2240,960,35447,780,25811,290,734,200,948,180,572,170,2947,0,170,172,100,1266,160,3146,80,553,200,1312,30,297,190,7351,190,4300,100,297,90,77,140,570,190,989,90,1162,150,440,900,16857,370,295,230,202,30,11,0,0,110,186,80,157,200,339,0,0,710,1747,760,2250,210,415,710,1558
"728",94574,"STANDARD","Saint Helena","","","CA","Napa County","America/Los_Angeles","707",38.55,-122.39,NA,"US",0,7143,"",6,"CA",5,610,140,430,50,470,1430,400,83759,430,44265,440,1045,300,3679,280,2601,210,9204,40,290,3152,150,5412,180,7141,40,203,200,4462,50,1241,500,69974,500,18009,450,3998,40,71,400,2570,500,7024,330,6030,450,2067,600,59137,260,250,70,99,30,19,40,57,0,0,0,0,0,0,60,217,590,10355,600,11788,250,1867,250,1535
"729",94574,"STANDARD","Saint Helena","","","CA","Napa County","America/Los_Angeles","707",38.55,-122.39,NA,"US",0,7143,"",6,"CA",1,1210,920,150,120,620,1580,470,15307,840,10719,300,304,240,797,210,446,190,1631,0,230,157,100,603,160,1567,70,462,90,191,0,0,150,2221,150,3038,30,69,110,75,90,307,150,522,60,666,100,227,600,3620,130,40,30,10,0,0,0,0,210,361,170,318,170,226,0,0,500,343,620,587,200,178,830,1113
"730",94574,"STANDARD","Saint Helena","","","CA","Napa County","America/Los_Angeles","707",38.55,-122.39,NA,"US",0,7143,"",6,"CA",3,500,230,190,60,330,1070,390,30469,370,19286,240,360,140,1019,130,561,100,2445,40,130,496,80,1122,110,2849,40,293,130,1843,0,0,190,11737,190,4563,130,501,50,70,140,583,190,1199,100,1346,150,529,480,19430,190,263,120,183,20,13,0,0,0,0,0,0,30,36,0,0,450,2563,460,2978,150,532,300,847
